,address,long,lat,data_url,price_$CAN,beds,baths,sqft,type
118,"300 Manitoba St  , Toronto, Ontario",-79.489418,43.624216,/CA/Condo-For-Sale/ON/Toronto/Mimico/300-Manitoba-St-/87145426.html,"$539,900 CAD",1 Bed,1 Bath,--,Condo
119,"31 SHARBOT AVE, Toronto, Ontario",-79.2284166,43.7631246,/CA/Home-For-Sale/ON/Toronto/Woburn/31-SHARBOT-AVE/87183633.html,"$849,000 CAD",4 Beds,2 Baths,--,Single family
120,"26 O'HALLORAN CRES, Toronto, Ontario",-79.2868009,43.8213544,/CA/Home-For-Sale/ON/Toronto/Milliken/26-OHALLORAN-CRES/87085218.html,"$749,000 CAD",4 Beds,3 Baths,--,Single family
121,"200 Manitoba St  , Toronto, Ontario",-79.490973,43.624327,/CA/Condo-For-Sale/ON/Toronto/Mimico/200-Manitoba-St-/87145423.html,"$539,000 CAD",1 Bed,2 Baths,--,Condo
122,"282 BROOKE AVE, Toronto, Ontario",-79.42248,43.7327663,/CA/Home-For-Sale/ON/Toronto/Ledbury-Park/282-BROOKE-AVE/86446760.html,"$2,695,000 CAD",5 Beds,6 Baths,--,Single family
123,"154 FAIRLAWN AVENUE, Toronto, Ontario",-79.4089973,43.730005,/CA/Home-For-Sale/ON/Toronto/Bedford-Park/154-FAIRLAWN-AVENUE/87168981.html,"$1,269,000 CAD",4 Beds,2 Baths,--,Single family
124,"91 Bobmar Road , Toronto, Ontario",-79.179102,43.787803,/CA/Home-For-Sale/ON/Toronto/Highland-Creek/91-Bobmar-Road-/87167593.html,"$775,000 CAD",4 Beds,2 Baths,1950 Sqft,Residential
125,"42 Charles St E  `, Toronto, Ontario",-79.384182,43.669355,/CA/Condo-For-Sale/ON/Toronto/Church-and-Wellesley/42-Charles-St-E-/87145407.html,"$499,000 CAD",1 Bed,1 Bath,--,Condo
126,"26 Shadowbrook Dr, Toronto, Ontario",-79.5496971,43.660474,/CA/Home-For-Sale/ON/Toronto/Princess-Gardens/26-Shadowbrook-Dr/86318783.html,"$1,649,888 CAD",4 Beds,5 Baths,--,Residential
127,--,0,0,/CA/Condo-For-Sale/ON/Toronto/TH-10-113-MCMAHON-DR/87170025.html,"$1,199,000 CAD",3 Beds,3 Baths,--,Condo
128,"32 CAMDEN ST 403, Toronto, Ontario",-79.3973467,43.6471655,/CA/Condo-For-Sale/ON/Toronto/Fashion-District/32-CAMDEN-ST/87183620.html,"$488,000 CAD",1 Bed,1 Bath,--,Condo
129,"173 SILVER BIRCH AVE, Toronto, Ontario",-79.2861816,43.6762152,/CA/Home-For-Sale/ON/Toronto/The-Beach/173-SILVER-BIRCH-AVE/87170093.html,"$1,099,000 CAD",3 Beds,2 Baths,--,Single family
130,"167 WOBURN AVE, Toronto, Ontario",-79.4081838,43.727013,/CA/Home-For-Sale/ON/Toronto/Bedford-Park/167-WOBURN-AVE/87169292.html,"$2,738,000 CAD",5 Beds,5 Baths,--,Single family
131,"12 GLEN AGAR DR, Toronto, Ontario",-79.5516729,43.6614347,/CA/Home-For-Sale/ON/Toronto/Princess-Gardens/12-GLEN-AGAR-DR/87170213.html,"$1,195,000 CAD",3 Beds,2 Baths,--,Single family
132,"1483 Birchmount Rd 201, Toronto, Ontario",-79.2885822,43.7572848,/CA/Condo-For-Sale/ON/Toronto/Scarborough/Dorset-Park/1483-Birchmount-Rd/87023906.html,"$499,000 CAD",3 Beds,2 Baths,--,Condo
133,--,0,0,/CA/Condo-For-Sale/ON/Toronto/297-COLLEGE-ST/87170364.html,"$550,000 CAD",1 Bed,1 Bath,--,Condo
134,"12 YORK ST 1111, Toronto, Ontario",-79.3819064,43.6418726,/CA/Condo-For-Sale/ON/Toronto/Cityplace/12-YORK-ST/87169293.html,"$669,000 CAD",2 Beds,1 Bath,--,Condo
135,"25 Viking Lane  , Toronto, Ontario",-79.536791,43.638373,/CA/Condo-For-Sale/ON/Toronto/The-Queensway/25-Viking-Lane-/87145441.html,"$615,000 CAD",2 Beds,2 Baths,--,Condo
136,--,0,0,/CA/Condo-For-Sale/ON/Toronto/15-VALHALLA-INN-RD/87170201.html,"$799,000 CAD",4 Beds,3 Baths,--,Condo
137,"367 DOUGLAS AVE, Toronto, Ontario",-79.419204,43.7229032,/CA/Home-For-Sale/ON/Toronto/Ledbury-Park/367-DOUGLAS-AVE/87183607.html,"$2,549,000 CAD",5 Beds,4 Baths,--,Single family
138,"53 DAWES RD, Toronto, Ontario",-79.2967476,43.6900998,/CA/Multi-Family-For-Sale/ON/Toronto/Danforth-Village/53-DAWES-RD/87183646.html,"$5,799,000 CAD",--,--,7362 Sqft,Multi-family
139,"18 MONDEO DR 1430, Toronto, Ontario",-79.2887569,43.7644378,/CA/Condo-For-Sale/ON/Toronto/Scarborough/Dorset-Park/18-MONDEO-DR/87183636.html,"$399,000 CAD",2 Beds,1 Bath,--,Condo
140,"104 SHARPE ST, Toronto, Ontario",-79.2550922,43.7119303,/CA/Home-For-Sale/ON/Toronto/Cliffside/104-SHARPE-ST/87130936.html,"$699,900 CAD",3 Beds,2 Baths,--,Single family
141,"1 RANDOLPH RD, Toronto, Ontario",-79.3642217,43.7010042,/CA/Home-For-Sale/ON/Toronto/Leaside/1-RANDOLPH-RD/85854002.html,"$2,795,000 CAD",5 Beds,5 Baths,--,Single family
142,--,0,0,/CA/Condo-For-Sale/ON/Toronto/50-SCARBOROUGH-GOLF-CLU-RD/87170101.html,"$429,999 CAD",3 Beds,2 Baths,--,Condo
143,"39 DE VERE GDNS, Toronto, Ontario",-79.4096582,43.7381329,/CA/Home-For-Sale/ON/Toronto/Cricket-Club/39-DE-VERE-GDNS/87170046.html,"$2,798,800 CAD",4 Beds,4 Baths,--,Single family
144,"53 Northbrook Rd, Toronto, Ontario",-79.3375247,43.6947326,/CA/Home-For-Sale/ON/Toronto/Old-East-York/53-Northbrook-Rd/86977545.html,"$1,699,000 CAD",4 Beds,4 Baths,--,Residential
145,"767 ANNETTE ST, Toronto, Ontario",-79.4871759,43.6583543,/CA/Home-For-Sale/ON/Toronto/Bloor-West-Village/767-ANNETTE-ST/87170214.html,"$1,299,000 CAD",8 Beds,4 Baths,--,Single family
146,"106 WOODFERN DR, Toronto, Ontario",-79.2739517,43.7289858,/CA/Home-For-Sale/ON/Toronto/Kennedy-Park/106-WOODFERN-DR/87168549.html,"$675,000 CAD",4 Beds,2 Baths,--,Single family
147,"8200 Birchmount Rd # 1102, Toronto, Ontario",-79.280651,43.737184,/CA/Condo-For-Sale/ON/Toronto/Clairlea/8200-Birchmount-Rd-1102/87170659.html,"$631,000 CAD",2 Beds,2 Baths,--,Condo
148,"453 QUEEN ST E, Toronto, Ontario",-79.359998,43.6564428,/CA/Home-For-Sale/ON/Toronto/Downtown-Toronto/Corktown/453-QUEEN-ST-E/87169066.html,"$999,000 CAD",4 Beds,2 Baths,--,Single family
149,"125 SHAVER AVE, Toronto, Ontario",-79.5496786,43.644322,/CA/Home-For-Sale/ON/Toronto/Eatonville/125-SHAVER-AVE/87027509.html,"$1,988,000 CAD",5 Beds,5 Baths,--,Single family
150,"181 DUNDAS ST E 3109, Toronto, Ontario",-79.3741052,43.657011,/CA/Condo-For-Sale/ON/Toronto/Garden-District/181-DUNDAS-ST-E/87170038.html,"$659,900 CAD",2 Beds,1 Bath,--,Condo
151,--,0,0,/CA/Condo-For-Sale/ON/Toronto/3-GREYSTONE-WALK-DR/87169109.html,"$475,900 CAD",3 Beds,2 Baths,--,Condo
152,"215 Queen St Ave W  , Toronto, Ontario",-79.387586,43.650616,/CA/Condo-For-Sale/ON/Toronto/Grange-Park/215-Queen-St-Ave-W-/87145405.html,"$494,000 CAD",--,1 Bath,--,Condo
153,"261 JEDBURGH RD, Toronto, Ontario",-79.4071579,43.7307397,/CA/Home-For-Sale/ON/Toronto/Bedford-Park/261-JEDBURGH-RD/87130913.html,"$1,699,900 CAD",3 Beds,4 Baths,--,Single family
154,"309 GILMOUR AVE, Toronto, Ontario",-79.4787783,43.6658845,/CA/Home-For-Sale/ON/Toronto/The-Junction/309-GILMOUR-AVE/86272725.html,"$979,900 CAD",3 Beds,3 Baths,--,Single family
155,"20 Thomas Riley Rd  , Toronto, Ontario",-79.540934,43.634232,/CA/Condo-For-Sale/ON/Toronto/The-Queensway/20-Thomas-Riley-Rd-/87145424.html,"$539,900 CAD",1 Bed,1 Bath,--,Condo
156,"1594 ISLINGTON AVE, Toronto, Ontario",-79.5344846,43.6693994,/CA/Home-For-Sale/ON/Toronto/Princess-Gardens/1594-ISLINGTON-AVE/87183731.html,"$1,499,000 CAD",4 Beds,3 Baths,--,Single family
157,"8 GLEN EDYTH DR, Toronto, Ontario",-79.4055685,43.6783877,/CA/Multi-Family-For-Sale/ON/Toronto/South-Hill/8-GLEN-EDYTH-DR/87168623.html,"$2,999,900 CAD",--,--,1670 Sqft,Multi-family
158,"103 The Queens Way  , Toronto, Ontario",-79.3849,43.6529,/CA/Condo-For-Sale/ON/Toronto/Bay-Street-Corridor/103-The-Queens-Way-/87145438.html,"$599,900 CAD",2 Beds,1 Bath,--,Condo
159,"75 QUEENS WHARF RD 3002, Toronto, Ontario",-79.3978308,43.6383317,/CA/Condo-For-Sale/ON/Toronto/Cityplace/75-QUEENS-WHARF-RD/87168628.html,"$699,900 CAD",2 Beds,1 Bath,--,Condo
160,"231 HAVELOCK ST, Toronto, Ontario",-79.4315217,43.6590068,/CA/Home-For-Sale/ON/Toronto/Dufferin-Grove/231-HAVELOCK-ST/87169085.html,"$1,099,000 CAD",4 Beds,3 Baths,--,Single family
161,"SkyTower at Pinnacle - 1 Yonge Street, Toronto, ON, Toronto, Ontario",-79.3849,43.6529,/CA/Home-For-Sale/ON/Toronto/Bay-Street-Corridor/SkyTower-at-Pinnacle-1-Yonge-Street-Toronto-ON/87170835.html,"$762,900 CAD",--,--,--,Residential
162,"123 WOODBINE AVE 220, Toronto, Ontario",-79.3047864,43.6675741,/CA/Condo-For-Sale/ON/Toronto/The-Beach/123-WOODBINE-AVE/87170084.html,"$399,999 CAD",--,1 Bath,--,Condo
163,"88 HARBOUR ST 6006, Toronto, Ontario",-79.379113,43.6419035,/CA/Condo-For-Sale/ON/Toronto/Harbourfront/88-HARBOUR-ST/87170050.html,"$999,000 CAD",2 Beds,2 Baths,--,Condo
164,"Forest Hill Private Residences - 2 Forest Hill Road, Toronto, ON, Toronto, Ontario",-79.4282,43.7021,/CA/Home-For-Sale/ON/Toronto/Midtown-Toronto/Forest-Hill/Forest-Hill-Private-Residences-2-Forest-Hill-Road-Toronto-ON/87168370.html,"$1,800,000 CAD",--,--,--,Residential
165,"57 ST JOSEPH ST 2001, Toronto, Ontario",-79.387999,43.6653563,/CA/Condo-For-Sale/ON/Toronto/Bay-Street-Corridor/57-ST-JOSEPH-ST/87183628.html,"$828,000 CAD",2 Beds,4 Baths,--,Condo
166,"2720 DUNDAS ST W 606, Toronto, Ontario",-79.4597092,43.6650311,/CA/Condo-For-Sale/ON/Toronto/The-Junction/2720-DUNDAS-ST-W/87170221.html,"$1,185,800 CAD",2 Beds,2 Baths,--,Condo
167,"507 CRANBROOKE AVE, Toronto, Ontario",-79.423431,43.7249069,/CA/Home-For-Sale/ON/Toronto/Ledbury-Park/507-CRANBROOKE-AVE/86813585.html,"$2,649,000 CAD",3 Beds,5 Baths,--,Single family
168,"103 WINCHESTER ST, Toronto, Ontario",-79.3653568,43.6664542,/CA/Home-For-Sale/ON/Toronto/Cabbagetown/103-WINCHESTER-ST/87170014.html,"$1,599,000 CAD",4 Beds,2 Baths,--,Single family
169,"68 Abell St, Toronto, Ontario",-79.424738,43.642391,/CA/Condo-For-Sale/ON/Toronto/Liberty-Village/68-Abell-St/87170495.html,"$410,000 CAD",1 Bed,1 Bath,--,Condo
170,"48 BUCKLAND RD, Toronto, Ontario",-79.5028363,43.7390232,/CA/Home-For-Sale/ON/Toronto/Downsview/48-BUCKLAND-RD/87170369.html,"$699,999 CAD",3 Beds,2 Baths,--,Single family
171,"7 BALMORAL AVE, Toronto, Ontario",-79.393855,43.685541,/CA/Home-For-Sale/ON/Toronto/Deer-Park/7-BALMORAL-AVE/87170018.html,"$2,449,000 CAD",3 Beds,4 Baths,--,Single family
172,"103 KENILWORTH AVE, Toronto, Ontario",-79.3013854,43.6691152,/CA/Home-For-Sale/ON/Toronto/The-Beach/103-KENILWORTH-AVE/87027466.html,"$1,399,000 CAD",5 Beds,4 Baths,--,Single family
173,"155 MERCHANTS' WHARF 511, Toronto, Ontario",-79.3620549,43.6448142,/CA/Condo-For-Sale/ON/Toronto/Downtown-Toronto/St-Lawrence/155-MERCHANTS-WHARF/87168624.html,"$3,225,000 CAD",2 Beds,3 Baths,--,Condo
174,"10 YORK ST 3210, Toronto, Ontario",-79.3812247,43.6410976,/CA/Condo-For-Sale/ON/Toronto/Harbourfront/10-YORK-ST/87170021.html,"$1,658,000 CAD",3 Beds,3 Baths,--,Condo
175,"400 ADELAIDE ST E Ph01, Toronto, Ontario",-79.3677633,43.6527783,/CA/Condo-For-Sale/ON/Toronto/Old-Town/400-ADELAIDE-ST-E/87168632.html,"$999,000 CAD",2 Beds,3 Baths,--,Condo
176,--,0,0,/CA/Condo-For-Sale/ON/Toronto/1030-KING-ST-W/87183615.html,"$598,000 CAD",2 Beds,1 Bath,--,Condo
177,"740 KENNEDY RD 74, Toronto, Ontario",-79.2679971,43.7311403,/CA/Home-For-Sale/ON/Toronto/Kennedy-Park/740-KENNEDY-RD/87170103.html,"$599,000 CAD",3 Beds,2 Baths,--,Single family
178,"83 BOROUGH DR 203, Toronto, Ontario",-79.2617651,43.7728097,/CA/Condo-For-Sale/ON/Toronto/Woburn/83-BOROUGH-DR/87170070.html,"$459,900 CAD",2 Beds,1 Bath,--,Condo
179,"185 STEPHEN DR 306, Toronto, Ontario",-79.4879846,43.6405095,/CA/Home-For-Sale/ON/Toronto/Sunnylea/185-STEPHEN-DR/87183736.html,"$510,000 CAD",2 Beds,1 Bath,--,Single family
180,"6 MONACO CRT, Toronto, Ontario",-79.5283831,43.7650402,/CA/Home-For-Sale/ON/Toronto/Jane-and-Finch/6-MONACO-CRT/87168698.html,"$889,000 CAD",5 Beds,3 Baths,--,Single family
181,"44 MITCHELL AVE, Toronto, Ontario",-79.4075145,43.6451217,/CA/Home-For-Sale/ON/Toronto/Niagara/44-MITCHELL-AVE/87170044.html,"$798,000 CAD",2 Beds,1 Bath,--,Single family
182,"54 LAMBTON AVE, Toronto, Ontario",-79.4877973,43.6835247,/CA/Home-For-Sale/ON/Toronto/Mount-Dennis/54-LAMBTON-AVE/87183740.html,"$899,900 CAD",3 Beds,3 Baths,--,Single family
183,"10 FIELDING  AVE, Toronto, Ontario",-79.3396275,43.6819634,/CA/Home-For-Sale/ON/Toronto/Greektown/10-FIELDING-AVE/87170105.html,"$949,000 CAD",3 Beds,2 Baths,--,Single family
184,"63 MANCROFT CRES, Toronto, Ontario",-79.5869614,43.7199341,/CA/Home-For-Sale/ON/Toronto/Rexdale/63-MANCROFT-CRES/87183720.html,"$869,900 CAD",5 Beds,2 Baths,--,Single family
185,"19 GRAND TRUNK CRES 802, Toronto, Ontario",-79.3826739,43.6415312,/CA/Condo-For-Sale/ON/Toronto/Cityplace/19-GRAND-TRUNK-CRES/87170010.html,"$798,000 CAD",2 Beds,2 Baths,--,Condo
186,"No address available, Toronto, Ontario",-79.413541,43.638432,/CA/Condo-For-Sale/ON/Toronto/King-West-Village/No-address-available/87167646.html,"$599,000 CAD",1 Bed,2 Baths,--,Condo
187,"18 AVA RD, Toronto, Ontario",-79.4188923,43.6979334,/CA/Home-For-Sale/ON/Toronto/Midtown-Toronto/Forest-Hill/18-AVA-RD/86738935.html,"$3,798,000 CAD",5 Beds,6 Baths,--,Single family
188,"115 HANSON ST, Toronto, Ontario",-79.3200483,43.6801477,/CA/Home-For-Sale/ON/Toronto/Greektown/115-HANSON-ST/87170073.html,"$1,545,000 CAD",4 Beds,4 Baths,--,Single family
189,"1 Valhalla Inn Rd  `, Toronto, Ontario",-79.559892,43.640668,/CA/Condo-For-Sale/ON/Toronto/Eatonville/1-Valhalla-Inn-Rd-/87145401.html,"$449,900 CAD",1 Bed,1 Bath,--,Condo
190,"58 Marine Parade Dr  , Toronto, Ontario",-79.477128,43.627469,/CA/Condo-For-Sale/ON/Toronto/Humber-Bay/58-Marine-Parade-Dr-/87145428.html,"$549,000 CAD",1 Bed,1 Bath,--,Condo
191,"40 COLLINGSBROOK BLVD, Toronto, Ontario",-79.3199205,43.7890706,/CA/Home-For-Sale/ON/Toronto/L-Amoreaux/40-COLLINGSBROOK-BLVD/87102095.html,"$1,180,000 CAD",6 Beds,5 Baths,--,Single family
192,"Steeles/Birchmount, Toronto, Ontario",-79.314723,43.820408,/CA/Home-For-Sale/ON/Toronto/Steeles/SteelesBirchmount/87168431.html,"$999,000 CAD",--,--,--,Residential
193,"78 FARNHAM AVE, Toronto, Ontario",-79.3965786,43.6844658,/CA/Home-For-Sale/ON/Toronto/Deer-Park/78-FARNHAM-AVE/87168639.html,"$4,980,000 CAD",6 Beds,6 Baths,--,Single family
194,"65 BREMNER BLVD 5204, Toronto, Ontario",-79.380732,43.6428614,/CA/Condo-For-Sale/ON/Toronto/Financial-District/65-BREMNER-BLVD/87169077.html,"$1,399,000 CAD",3 Beds,2 Baths,--,Condo
195,"42 RUSSELL ST, Toronto, Ontario",-79.402162,43.6595407,/CA/Home-For-Sale/ON/Toronto/Harbord-Village/42-RUSSELL-ST/87170357.html,"$1,799,000 CAD",3 Beds,1 Bath,--,Single family
196,"194 LAWRENCE AVE W, Toronto, Ontario",-79.4107319,43.7235009,/CA/Home-For-Sale/ON/Toronto/Bedford-Park/194-LAWRENCE-AVE-W/87168622.html,"$880,000 CAD",5 Beds,3 Baths,--,Single family
197,"Bartley Towns  -108 Bartley Drive, Toronto, ON, Toronto, Ontario",-79.3849,43.6529,/CA/Home-For-Sale/ON/Toronto/Bay-Street-Corridor/Bartley-Towns-108-Bartley-Drive-Toronto-ON/87168374.html,"$995,900 CAD",--,--,--,Residential
198,"585 BROOKDALE AVE, Toronto, Ontario",-79.4283453,43.7245889,/CA/Home-For-Sale/ON/Toronto/Ledbury-Park/585-BROOKDALE-AVE/85275308.html,"$3,498,000 CAD",5 Beds,6 Baths,--,Single family
199,"55 WESTBURY CRES, Toronto, Ontario",-79.4759018,43.68449,/CA/Home-For-Sale/ON/Toronto/Silverthorn/55-WESTBURY-CRES/87131117.html,"$799,000 CAD",3 Beds,2 Baths,--,Single family
200,"357 RIVERDALE AVE, Toronto, Ontario",-79.3393804,43.6716823,/CA/Home-For-Sale/ON/Toronto/Greektown/357-RIVERDALE-AVE/87130944.html,"$849,000 CAD",3 Beds,2 Baths,--,Single family
201,"5 Preakness Dr, Toronto, Ontario",-79.354958,43.745027,/CA/Home-For-Sale/ON/Toronto/Don-Mills/5-Preakness-Dr/87168363.html,"$1,380,000 CAD",3 Beds,4 Baths,--,Residential
202,"The Carvalo on College - 877 College Street, Toronto, ON, Toronto, Ontario",-79.424512,43.653893,/CA/Home-For-Sale/ON/Toronto/Trinity-Bellwoods/The-Carvalo-on-College-877-College-Street-Toronto-ON/87170825.html,"$800,000 CAD",--,--,--,Residential
203,"449 ROGERS RD, Toronto, Ontario",-79.4649992,43.6823153,/CA/Home-For-Sale/ON/Toronto/Silverthorn/449-ROGERS-RD/87131109.html,"$599,000 CAD",2 Beds,1 Bath,--,Single family
204,"105 The Queensway 3406, Toronto, Ontario",-79.4707538,43.6361738,/CA/Condo-For-Sale/ON/Toronto/Swansea/105-The-Queensway/86474376.html,"$485,000 CAD",1 Bed,1 Bath,--,Condo
205,"105 JOHN TABOR TR, Toronto, Ontario",-79.2076743,43.8037533,/CA/Home-For-Sale/ON/Toronto/Malvern/105-JOHN-TABOR-TR/87183648.html,"$785,000 CAD",4 Beds,3 Baths,--,Single family
206,"170 WICKSON TR 8, Toronto, Ontario",-79.2123866,43.8046059,/CA/Condo-For-Sale/ON/Toronto/Malvern/170-WICKSON-TR/87170111.html,"$489,000 CAD",4 Beds,2 Baths,--,Condo
207,"604 1/2 HARVIE AVE 12, Toronto, Ontario",-79.4498146,43.6767549,/CA/Home-For-Sale/ON/Toronto/Earlscourt/604-12-HARVIE-AVE/87168702.html,"$969,900 CAD",5 Beds,4 Baths,--,Single family
208,"247 LYTTON BLVD, Toronto, Ontario",-79.4124697,43.71363,/CA/Home-For-Sale/ON/Toronto/Lytton-Park/247-LYTTON-BLVD/86446766.html,"$4,995,000 CAD",6 Beds,7 Baths,--,Single family
209,"Keewatin - Mount Pleasant Road & Keewatin Avenue, Toronto, ON, Toronto, Ontario",-79.3965,43.6983,/CA/Home-For-Sale/ON/Toronto/Davisville-Village/Keewatin-Mount-Pleasant-Road-Keewatin-Avenue-Toronto-ON/87168318.html,"$1,500,000 CAD",--,--,--,Residential
210,"67 AYERS CRES, Toronto, Ontario",-79.2812782,43.7170181,/CA/Home-For-Sale/ON/Toronto/Clairlea/67-AYERS-CRES/87169095.html,"$688,888 CAD",3 Beds,2 Baths,--,Single family
211,"61 PERGOLA RD, Toronto, Ontario",-79.5868052,43.724751,/CA/Home-For-Sale/ON/Toronto/Rexdale/61-PERGOLA-RD/87170300.html,"$879,000 CAD",5 Beds,2 Baths,--,Single family
212,--,0,0,/CA/Condo-For-Sale/ON/Toronto/5235-FINCH-AVE-E/87183652.html,"$434,900 CAD",3 Beds,2 Baths,--,Condo
213,"16 CEDAR BRAE BLVD, Toronto, Ontario",-79.2329063,43.7419104,/CA/Home-For-Sale/ON/Toronto/Woburn/16-CEDAR-BRAE-BLVD/87183635.html,"$889,900 CAD",4 Beds,2 Baths,--,Single family
214,"98 DEFOREST RD, Toronto, Ontario",-79.478912,43.648124,/CA/Home-For-Sale/ON/Toronto/Swansea/98-DEFOREST-RD/87169180.html,"$1,099,000 CAD",4 Beds,2 Baths,--,Single family
215,"#PH 02 -17 MICHAEL POWER PL Ph 02, Toronto, Ontario",-79.5304511,43.6453288,/CA/Condo-For-Sale/ON/Toronto/Islington-Village/PH-02-17-MICHAEL-POWER-PL/87168689.html,"$499,000 CAD",1 Bed,1 Bath,--,Condo
216,"36 Birch - 36 Birch Avenue, Toronto, ON, Toronto, Ontario",-79.3849,43.6529,/CA/Home-For-Sale/ON/Toronto/Bay-Street-Corridor/36-Birch-36-Birch-Avenue-Toronto-ON/87168342.html,"$3,000,000 CAD",--,--,--,Residential
217,"600 Fleet St  `, Toronto, Ontario",-79.400081,43.636706,/CA/Condo-For-Sale/ON/Toronto/Fort-York/600-Fleet-St-/87145448.html,"$650,000 CAD",2 Beds,2 Baths,--,Condo
218,"10 PARK LAWN RD 1910, Toronto, Ontario",-79.4838593,43.6232425,/CA/Condo-For-Sale/ON/Toronto/Mimico/10-PARK-LAWN-RD/87170224.html,"$749,900 CAD",3 Beds,2 Baths,--,Condo
219,"10 MARTHA EATON WAY 1414, Toronto, Ontario",-79.489911,43.6970689,/CA/Condo-For-Sale/ON/Toronto/Amesbury/10-MARTHA-EATON-WAY/87168683.html,"$399,900 CAD",2 Beds,2 Baths,--,Condo
220,"85 EMMETT AVE 611, Toronto, Ontario",-79.5060211,43.6869671,/CA/Condo-For-Sale/ON/Toronto/Mount-Dennis/85-EMMETT-AVE/87170212.html,"$449,900 CAD",3 Beds,2 Baths,--,Condo
221,"6442 FINCH AVE W 210, Toronto, Ontario",-79.5912566,43.7402213,/CA/Condo-For-Sale/ON/Toronto/Smithfield/6442-FINCH-AVE-W/87169165.html,"$540,000 CAD",4 Beds,2 Baths,--,Condo
222,"195 BONIS AVE 2308, Toronto, Ontario",-79.2918605,43.7858946,/CA/Condo-For-Sale/ON/Toronto/Tam-O-Shanter-Sullivan/195-BONIS-AVE/87170075.html,"$399,900 CAD",2 Beds,1 Bath,--,Condo
223,"25 ELKHORN DR 14, Toronto, Ontario",-79.3818982,43.7702725,/CA/Condo-For-Sale/ON/Toronto/Bayview-Village/25-ELKHORN-DR/85632438.html,"$1,498,000 CAD",3 Beds,5 Baths,--,Condo
224,"147 Exbury Rd, Toronto, Ontario",-79.5059387,43.7309046,/CA/Home-For-Sale/ON/Toronto/Downsview/147-Exbury-Rd/87132456.html,"$979,000 CAD",6 Beds,3 Baths,--,Residential
225,"32 Wilmar Rd, Toronto, Ontario",-79.5437484,43.6373942,/CA/Home-For-Sale/ON/Toronto/Eatonville/32-Wilmar-Rd/86318758.html,"$1,895,000 CAD",7 Beds,4 Baths,--,Residential
226,"38 EUCLID AVE, Toronto, Ontario",-79.4083176,43.6474772,/CA/Home-For-Sale/ON/Toronto/Trinity-Bellwoods/38-EUCLID-AVE/87169079.html,"$950,000 CAD",3 Beds,2 Baths,--,Single family
227,"33 Bay St  , Toronto, Ontario",-79.377329,43.642651,/CA/Condo-For-Sale/ON/Toronto/Harbourfront/33-Bay-St-/87145454.html,"$699,000 CAD",1 Bed,1 Bath,--,Condo
228,"608 RICHMOND ST W 1106, Toronto, Ontario",-79.4027979,43.6468075,/CA/Condo-For-Sale/ON/Toronto/Fashion-District/608-RICHMOND-ST-W/86753499.html,"$1,499,000 CAD",2 Beds,2 Baths,--,Condo
229,"15 WINDERMERE AVE E 509, Toronto, Ontario",-79.4690573,43.6369251,/CA/Condo-For-Sale/ON/Toronto/Swansea/15-WINDERMERE-AVE-E/86446905.html,"$699,900 CAD",2 Beds,2 Baths,--,Condo
230,"87 PETER ST 4306, Toronto, Ontario",-79.3923973,43.6469441,/CA/Condo-For-Sale/ON/Toronto/Entertainment-District/87-PETER-ST/87169070.html,"$599,000 CAD",1 Bed,1 Bath,--,Condo
231,"209 MARIA ST, Toronto, Ontario",-79.4794078,43.6662391,/CA/Home-For-Sale/ON/Toronto/The-Junction/209-MARIA-ST/87085327.html,"$888,000 CAD",3 Beds,2 Baths,--,Single family
232,"15 Iceboat Terr  , Toronto, Ontario",-79.397807,43.640311,/CA/Condo-For-Sale/ON/Toronto/Cityplace/15-Iceboat-Terr-/87145414.html,"$499,900 CAD",1 Bed,1 Bath,--,Condo
233,"74 BELLWOODS AVE, Toronto, Ontario",-79.4119998,43.6483621,/CA/Home-For-Sale/ON/Toronto/Trinity-Bellwoods/74-BELLWOODS-AVE/87130880.html,"$1,599,000 CAD",5 Beds,4 Baths,--,Single family
234,"188 SOUTH WOODROW BLVD, Toronto, Ontario",-79.2622276,43.7033509,/CA/Home-For-Sale/ON/Toronto/Birch-Cliff/188-SOUTH-WOODROW-BLVD/87170071.html,"$899,000 CAD",4 Beds,2 Baths,--,Single family
235,--,0,0,/CA/Condo-For-Sale/ON/Toronto/560-KING-ST-W/87170054.html,"$449,000 CAD",1 Bed,1 Bath,--,Condo
236,"57 MACAULAY AVE 503, Toronto, Ontario",-79.4530285,43.661222,/CA/Condo-For-Sale/ON/Toronto/Junction-Triangle/57-MACAULAY-AVE/87130056.html,"$1,299,000 CAD",4 Beds,3 Baths,--,Condo
237,"2662 Bloor St W 306, Toronto, Ontario",-79.4944821,43.6496753,/CA/Condo-For-Sale/ON/Toronto/The-Kingsway/2662-Bloor-St-W/87072333.html,"$1,670,000 CAD",3 Beds,2 Baths,--,Condo
238,"5765 YONGE ST 1007, Toronto, Ontario",-79.4152207,43.7831368,/CA/Condo-For-Sale/ON/Toronto/Newtonbrook/5765-YONGE-ST/87168646.html,"$729,000 CAD",3 Beds,2 Baths,--,Condo
239,"50 Bruyeres Mews  , Toronto, Ontario",-79.402447,43.637655,/CA/Condo-For-Sale/ON/Toronto/Fort-York/50-Bruyeres-Mews-/87145420.html,"$539,000 CAD",1 Bed,1 Bath,--,Condo
